projectId,userId,time,hr
SCAI-ECG-BP,user_sensei_178,1667912400.616,69
SCAI-ECG-BP,user_sensei_178,1667912401.616,69
SCAI-ECG-BP,user_sensei_178,1667912402.616,69
SCAI-ECG-BP,user_sensei_178,1667912403.616,68
SCAI-ECG-BP,user_sensei_178,1667912404.616,68
SCAI-ECG-BP,user_sensei_178,1667912405.616,68
SCAI-ECG-BP,user_sensei_178,1667912406.616,68
SCAI-ECG-BP,user_sensei_178,1667912407.616,68
SCAI-ECG-BP,user_sensei_178,1667912408.616,69
SCAI-ECG-BP,user_sensei_178,1667912409.616,70
SCAI-ECG-BP,user_sensei_178,1667912410.616,71
SCAI-ECG-BP,user_sensei_178,1667912411.616,71
SCAI-ECG-BP,user_sensei_178,1667912412.616,72
SCAI-ECG-BP,user_sensei_178,1667912413.616,72
SCAI-ECG-BP,user_sensei_178,1667912414.616,72
SCAI-ECG-BP,user_sensei_178,1667912415.616,71
SCAI-ECG-BP,user_sensei_178,1667912416.616,71
SCAI-ECG-BP,user_sensei_178,1667912417.616,71
SCAI-ECG-BP,user_sensei_178,1667912418.616,71
SCAI-ECG-BP,user_sensei_178,1667912419.616,71
SCAI-ECG-BP,user_sensei_178,1667912420.616,71
SCAI-ECG-BP,user_sensei_178,1667912421.616,72
SCAI-ECG-BP,user_sensei_178,1667912422.616,72
SCAI-ECG-BP,user_sensei_178,1667912423.616,72
SCAI-ECG-BP,user_sensei_178,1667912424.616,73
SCAI-ECG-BP,user_sensei_178,1667912425.616,72
SCAI-ECG-BP,user_sensei_178,1667912426.616,72
SCAI-ECG-BP,user_sensei_178,1667912427.616,71
SCAI-ECG-BP,user_sensei_178,1667912428.616,70
SCAI-ECG-BP,user_sensei_178,1667912429.616,69
SCAI-ECG-BP,user_sensei_178,1667912430.616,68
SCAI-ECG-BP,user_sensei_178,1667912431.616,68
SCAI-ECG-BP,user_sensei_178,1667912432.616,68
SCAI-ECG-BP,user_sensei_178,1667912433.616,68
SCAI-ECG-BP,user_sensei_178,1667912434.616,69
SCAI-ECG-BP,user_sensei_178,1667912435.616,70
SCAI-ECG-BP,user_sensei_178,1667912436.616,71
SCAI-ECG-BP,user_sensei_178,1667912437.616,72
SCAI-ECG-BP,user_sensei_178,1667912438.616,72
SCAI-ECG-BP,user_sensei_178,1667912439.616,72
SCAI-ECG-BP,user_sensei_178,1667912440.616,72
SCAI-ECG-BP,user_sensei_178,1667912441.616,72
SCAI-ECG-BP,user_sensei_178,1667912442.616,71
SCAI-ECG-BP,user_sensei_178,1667912443.616,71
SCAI-ECG-BP,user_sensei_178,1667912444.616,71
SCAI-ECG-BP,user_sensei_178,1667912445.616,71
SCAI-ECG-BP,user_sensei_178,1667912446.616,71
SCAI-ECG-BP,user_sensei_178,1667912447.616,72
SCAI-ECG-BP,user_sensei_178,1667912448.616,73
SCAI-ECG-BP,user_sensei_178,1667912449.616,73
SCAI-ECG-BP,user_sensei_178,1667912450.616,74
SCAI-ECG-BP,user_sensei_178,1667912451.616,74
SCAI-ECG-BP,user_sensei_178,1667912452.616,75
SCAI-ECG-BP,user_sensei_178,1667912453.616,75
SCAI-ECG-BP,user_sensei_178,1667912454.616,74
SCAI-ECG-BP,user_sensei_178,1667912455.616,73
SCAI-ECG-BP,user_sensei_178,1667912456.616,72
SCAI-ECG-BP,user_sensei_178,1667912457.616,70
SCAI-ECG-BP,user_sensei_178,1667912458.616,69
SCAI-ECG-BP,user_sensei_178,1667912459.616,68
SCAI-ECG-BP,user_sensei_178,1667912460.616,68
SCAI-ECG-BP,user_sensei_178,1667912461.616,68
SCAI-ECG-BP,user_sensei_178,1667912462.616,68
SCAI-ECG-BP,user_sensei_178,1667912463.616,69
SCAI-ECG-BP,user_sensei_178,1667912464.616,70
SCAI-ECG-BP,user_sensei_178,1667912465.616,71
SCAI-ECG-BP,user_sensei_178,1667912466.616,73
SCAI-ECG-BP,user_sensei_178,1667912467.616,74
SCAI-ECG-BP,user_sensei_178,1667912468.616,75
SCAI-ECG-BP,user_sensei_178,1667912469.616,75
SCAI-ECG-BP,user_sensei_178,1667912470.616,76
SCAI-ECG-BP,user_sensei_178,1667912471.616,76
SCAI-ECG-BP,user_sensei_178,1667912472.616,76
SCAI-ECG-BP,user_sensei_178,1667912473.616,76
SCAI-ECG-BP,user_sensei_178,1667912474.616,75
SCAI-ECG-BP,user_sensei_178,1667912475.616,74
SCAI-ECG-BP,user_sensei_178,1667912476.616,73
SCAI-ECG-BP,user_sensei_178,1667912477.616,72
SCAI-ECG-BP,user_sensei_178,1667912478.616,72
SCAI-ECG-BP,user_sensei_178,1667912479.616,72
SCAI-ECG-BP,user_sensei_178,1667912480.616,72
SCAI-ECG-BP,user_sensei_178,1667912481.616,73
SCAI-ECG-BP,user_sensei_178,1667912482.616,73
SCAI-ECG-BP,user_sensei_178,1667912483.616,74
SCAI-ECG-BP,user_sensei_178,1667912484.616,74
SCAI-ECG-BP,user_sensei_178,1667912485.616,75
SCAI-ECG-BP,user_sensei_178,1667912486.616,75
SCAI-ECG-BP,user_sensei_178,1667912487.616,74
SCAI-ECG-BP,user_sensei_178,1667912488.616,73
SCAI-ECG-BP,user_sensei_178,1667912489.616,71
SCAI-ECG-BP,user_sensei_178,1667912490.616,70
SCAI-ECG-BP,user_sensei_178,1667912491.616,68
SCAI-ECG-BP,user_sensei_178,1667912492.616,67
SCAI-ECG-BP,user_sensei_178,1667912493.616,67
SCAI-ECG-BP,user_sensei_178,1667912494.616,68
SCAI-ECG-BP,user_sensei_178,1667912495.616,69
SCAI-ECG-BP,user_sensei_178,1667912496.616,70
SCAI-ECG-BP,user_sensei_178,1667912497.616,72
SCAI-ECG-BP,user_sensei_178,1667912498.616,74
SCAI-ECG-BP,user_sensei_178,1667912499.616,75
SCAI-ECG-BP,user_sensei_178,1667912500.616,76
SCAI-ECG-BP,user_sensei_178,1667912501.616,76
SCAI-ECG-BP,user_sensei_178,1667912502.616,75
SCAI-ECG-BP,user_sensei_178,1667912503.616,75
SCAI-ECG-BP,user_sensei_178,1667912504.616,75
SCAI-ECG-BP,user_sensei_178,1667912505.616,75
SCAI-ECG-BP,user_sensei_178,1667912506.616,75
SCAI-ECG-BP,user_sensei_178,1667912507.616,75
SCAI-ECG-BP,user_sensei_178,1667912508.616,74
SCAI-ECG-BP,user_sensei_178,1667912509.616,74
SCAI-ECG-BP,user_sensei_178,1667912510.616,74
SCAI-ECG-BP,user_sensei_178,1667912511.616,75
SCAI-ECG-BP,user_sensei_178,1667912512.616,75
SCAI-ECG-BP,user_sensei_178,1667912513.616,75
SCAI-ECG-BP,user_sensei_178,1667912514.616,76
SCAI-ECG-BP,user_sensei_178,1667912515.616,76
SCAI-ECG-BP,user_sensei_178,1667912516.616,77
SCAI-ECG-BP,user_sensei_178,1667912517.616,77
SCAI-ECG-BP,user_sensei_178,1667912518.616,77
SCAI-ECG-BP,user_sensei_178,1667912519.616,76
SCAI-ECG-BP,user_sensei_178,1667912520.616,76
SCAI-ECG-BP,user_sensei_178,1667912521.616,76
SCAI-ECG-BP,user_sensei_178,1667912522.616,76
SCAI-ECG-BP,user_sensei_178,1667912523.616,76
SCAI-ECG-BP,user_sensei_178,1667912524.616,75
SCAI-ECG-BP,user_sensei_178,1667912525.616,74
SCAI-ECG-BP,user_sensei_178,1667912526.616,74
SCAI-ECG-BP,user_sensei_178,1667912527.616,73
SCAI-ECG-BP,user_sensei_178,1667912528.616,72
SCAI-ECG-BP,user_sensei_178,1667912529.616,72
SCAI-ECG-BP,user_sensei_178,1667912530.616,72
SCAI-ECG-BP,user_sensei_178,1667912531.616,71
SCAI-ECG-BP,user_sensei_178,1667912532.616,71
SCAI-ECG-BP,user_sensei_178,1667912533.616,71
SCAI-ECG-BP,user_sensei_178,1667912534.616,71
SCAI-ECG-BP,user_sensei_178,1667912535.616,71
SCAI-ECG-BP,user_sensei_178,1667912536.616,70
SCAI-ECG-BP,user_sensei_178,1667912537.616,70
SCAI-ECG-BP,user_sensei_178,1667912538.616,70
SCAI-ECG-BP,user_sensei_178,1667912539.616,70
SCAI-ECG-BP,user_sensei_178,1667912540.616,70
SCAI-ECG-BP,user_sensei_178,1667912541.616,70
SCAI-ECG-BP,user_sensei_178,1667912542.616,70
SCAI-ECG-BP,user_sensei_178,1667912543.616,70
SCAI-ECG-BP,user_sensei_178,1667912544.616,70
SCAI-ECG-BP,user_sensei_178,1667912545.616,70
SCAI-ECG-BP,user_sensei_178,1667912546.616,70
SCAI-ECG-BP,user_sensei_178,1667912547.616,69
SCAI-ECG-BP,user_sensei_178,1667912548.616,69
SCAI-ECG-BP,user_sensei_178,1667912549.616,69
SCAI-ECG-BP,user_sensei_178,1667912550.616,69
SCAI-ECG-BP,user_sensei_178,1667912551.616,69
SCAI-ECG-BP,user_sensei_178,1667912552.616,69
SCAI-ECG-BP,user_sensei_178,1667912553.616,69
SCAI-ECG-BP,user_sensei_178,1667912554.616,71
SCAI-ECG-BP,user_sensei_178,1667912555.616,73
SCAI-ECG-BP,user_sensei_178,1667912556.616,74
SCAI-ECG-BP,user_sensei_178,1667912557.616,76
SCAI-ECG-BP,user_sensei_178,1667912558.616,78
SCAI-ECG-BP,user_sensei_178,1667912559.616,78
SCAI-ECG-BP,user_sensei_178,1667912560.616,77
SCAI-ECG-BP,user_sensei_178,1667912561.616,76
SCAI-ECG-BP,user_sensei_178,1667912562.616,76
SCAI-ECG-BP,user_sensei_178,1667912563.616,74
SCAI-ECG-BP,user_sensei_178,1667912564.616,74
SCAI-ECG-BP,user_sensei_178,1667912565.616,73
SCAI-ECG-BP,user_sensei_178,1667912566.616,73
SCAI-ECG-BP,user_sensei_178,1667912567.616,72
SCAI-ECG-BP,user_sensei_178,1667912568.616,72
SCAI-ECG-BP,user_sensei_178,1667912569.616,73
SCAI-ECG-BP,user_sensei_178,1667912570.616,73
SCAI-ECG-BP,user_sensei_178,1667912571.616,73
SCAI-ECG-BP,user_sensei_178,1667912572.616,74
SCAI-ECG-BP,user_sensei_178,1667912573.616,74
SCAI-ECG-BP,user_sensei_178,1667912574.616,74
SCAI-ECG-BP,user_sensei_178,1667912575.616,74
SCAI-ECG-BP,user_sensei_178,1667912576.616,75
SCAI-ECG-BP,user_sensei_178,1667912577.616,76
SCAI-ECG-BP,user_sensei_178,1667912578.616,77
SCAI-ECG-BP,user_sensei_178,1667912579.616,78
SCAI-ECG-BP,user_sensei_178,1667912580.616,78
SCAI-ECG-BP,user_sensei_178,1667912581.616,79
SCAI-ECG-BP,user_sensei_178,1667912582.616,80
SCAI-ECG-BP,user_sensei_178,1667912583.616,80
SCAI-ECG-BP,user_sensei_178,1667912584.616,80
SCAI-ECG-BP,user_sensei_178,1667912585.616,81
SCAI-ECG-BP,user_sensei_178,1667912586.616,81
SCAI-ECG-BP,user_sensei_178,1667912587.616,81
SCAI-ECG-BP,user_sensei_178,1667912588.616,82
SCAI-ECG-BP,user_sensei_178,1667912589.616,81
SCAI-ECG-BP,user_sensei_178,1667912590.616,80
SCAI-ECG-BP,user_sensei_178,1667912591.616,79
SCAI-ECG-BP,user_sensei_178,1667912592.616,77
SCAI-ECG-BP,user_sensei_178,1667912593.616,76
SCAI-ECG-BP,user_sensei_178,1667912594.616,75
SCAI-ECG-BP,user_sensei_178,1667912595.616,75
SCAI-ECG-BP,user_sensei_178,1667912596.616,75
SCAI-ECG-BP,user_sensei_178,1667912597.616,75
