projectId,userId,time,x,y,z
SCAI-ECG-BP,user_sensei_178,1666095600.623,99,-546,2032
SCAI-ECG-BP,user_sensei_178,1666095600.823,-357,550,2174
SCAI-ECG-BP,user_sensei_178,1666095601.023,272,221,1782
SCAI-ECG-BP,user_sensei_178,1666095601.223,-231,-454,1896
SCAI-ECG-BP,user_sensei_178,1666095601.423,94,464,2728
SCAI-ECG-BP,user_sensei_178,1666095601.623,554,-35,2055
SCAI-ECG-BP,user_sensei_178,1666095601.823,-330,-182,2210
SCAI-ECG-BP,user_sensei_178,1666095602.023,676,-64,2047
SCAI-ECG-BP,user_sensei_178,1666095602.223,-242,195,2161
SCAI-ECG-BP,user_sensei_178,1666095602.423,65,-74,2136
SCAI-ECG-BP,user_sensei_178,1666095602.623,-167,167,2002
SCAI-ECG-BP,user_sensei_178,1666095602.823,70,-77,2099
SCAI-ECG-BP,user_sensei_178,1666095603.023,32,-7,2059
SCAI-ECG-BP,user_sensei_178,1666095603.223,7,4,2061
SCAI-ECG-BP,user_sensei_178,1666095603.423,2,26,2068
SCAI-ECG-BP,user_sensei_178,1666095603.623,8,9,2063
SCAI-ECG-BP,user_sensei_178,1666095603.823,13,10,2057
SCAI-ECG-BP,user_sensei_178,1666095604.023,11,10,2065
SCAI-ECG-BP,user_sensei_178,1666095604.223,2,8,2057
SCAI-ECG-BP,user_sensei_178,1666095604.423,5,14,2071
SCAI-ECG-BP,user_sensei_178,1666095604.623,9,13,2061
SCAI-ECG-BP,user_sensei_178,1666095604.823,7,10,2065
SCAI-ECG-BP,user_sensei_178,1666095605.023,6,8,2063
SCAI-ECG-BP,user_sensei_178,1666095605.223,8,13,2066
SCAI-ECG-BP,user_sensei_178,1666095605.423,4,12,2057
