projectId,userId,time,x,y,z
SCAI-ECG-BP,user_sensei_178,1667912400.016,-1128,1543,533
SCAI-ECG-BP,user_sensei_178,1667912400.216,-1185,1570,522
SCAI-ECG-BP,user_sensei_178,1667912400.416,-1136,1559,498
SCAI-ECG-BP,user_sensei_178,1667912400.616,-1155,1575,587
SCAI-ECG-BP,user_sensei_178,1667912400.816,-1081,1583,505
SCAI-ECG-BP,user_sensei_178,1667912401.016,-1174,1586,502
SCAI-ECG-BP,user_sensei_178,1667912401.216,-1143,1581,546
SCAI-ECG-BP,user_sensei_178,1667912401.416,-1130,1600,573
SCAI-ECG-BP,user_sensei_178,1667912401.616,-1111,1559,570
SCAI-ECG-BP,user_sensei_178,1667912401.816,-1157,1536,509
SCAI-ECG-BP,user_sensei_178,1667912402.016,-1115,1606,572
SCAI-ECG-BP,user_sensei_178,1667912402.216,-1129,1551,536
SCAI-ECG-BP,user_sensei_178,1667912402.416,-1117,1557,569
SCAI-ECG-BP,user_sensei_178,1667912402.616,-1112,1600,525
SCAI-ECG-BP,user_sensei_178,1667912402.816,-1163,1580,490
SCAI-ECG-BP,user_sensei_178,1667912403.016,-1174,1564,475
SCAI-ECG-BP,user_sensei_178,1667912403.216,-1121,1528,596
SCAI-ECG-BP,user_sensei_178,1667912403.416,-1147,1552,528
SCAI-ECG-BP,user_sensei_178,1667912403.616,-1159,1586,525
SCAI-ECG-BP,user_sensei_178,1667912403.816,-1165,1600,514
SCAI-ECG-BP,user_sensei_178,1667912404.016,-1196,1526,491
SCAI-ECG-BP,user_sensei_178,1667912404.216,-1150,1623,616
SCAI-ECG-BP,user_sensei_178,1667912404.416,-1131,1584,534
SCAI-ECG-BP,user_sensei_178,1667912404.616,-1244,1573,531
SCAI-ECG-BP,user_sensei_178,1667912404.816,-1165,1545,533
SCAI-ECG-BP,user_sensei_178,1667912405.016,-1144,1599,553
SCAI-ECG-BP,user_sensei_178,1667912405.216,-1189,1583,601
SCAI-ECG-BP,user_sensei_178,1667912405.416,-992,1497,548
SCAI-ECG-BP,user_sensei_178,1667912405.616,-1052,1566,528
SCAI-ECG-BP,user_sensei_178,1667912405.816,-1170,1672,436
SCAI-ECG-BP,user_sensei_178,1667912406.016,-1034,1745,356
SCAI-ECG-BP,user_sensei_178,1667912406.216,-1054,1680,342
SCAI-ECG-BP,user_sensei_178,1667912406.416,-1070,1632,324
SCAI-ECG-BP,user_sensei_178,1667912406.616,-1063,1691,346
SCAI-ECG-BP,user_sensei_178,1667912406.816,-1093,1694,431
SCAI-ECG-BP,user_sensei_178,1667912407.016,-1094,1679,339
SCAI-ECG-BP,user_sensei_178,1667912407.216,-1104,1674,368
SCAI-ECG-BP,user_sensei_178,1667912407.416,-999,1629,352
SCAI-ECG-BP,user_sensei_178,1667912407.616,-1149,1625,422
SCAI-ECG-BP,user_sensei_178,1667912407.816,-1086,1654,483
SCAI-ECG-BP,user_sensei_178,1667912408.016,-1102,1654,399
SCAI-ECG-BP,user_sensei_178,1667912408.216,-1056,1634,328
SCAI-ECG-BP,user_sensei_178,1667912408.416,-1085,1641,239
SCAI-ECG-BP,user_sensei_178,1667912408.616,-1067,1654,231
SCAI-ECG-BP,user_sensei_178,1667912408.816,-1086,1659,284
SCAI-ECG-BP,user_sensei_178,1667912409.016,-1094,1681,284
SCAI-ECG-BP,user_sensei_178,1667912409.216,-1050,1688,268
SCAI-ECG-BP,user_sensei_178,1667912409.416,-1085,1670,294
SCAI-ECG-BP,user_sensei_178,1667912409.616,-1175,1699,311
SCAI-ECG-BP,user_sensei_178,1667912409.816,-1095,1680,217
SCAI-ECG-BP,user_sensei_178,1667912410.016,-1158,1626,332
SCAI-ECG-BP,user_sensei_178,1667912410.216,-1106,1678,347
SCAI-ECG-BP,user_sensei_178,1667912410.416,-1112,1626,425
SCAI-ECG-BP,user_sensei_178,1667912410.616,-1079,1640,363
SCAI-ECG-BP,user_sensei_178,1667912410.816,-1111,1624,348
SCAI-ECG-BP,user_sensei_178,1667912411.016,-1103,1630,412
SCAI-ECG-BP,user_sensei_178,1667912411.216,-1094,1638,442
SCAI-ECG-BP,user_sensei_178,1667912411.416,-1141,1623,403
SCAI-ECG-BP,user_sensei_178,1667912411.616,-1158,1622,447
SCAI-ECG-BP,user_sensei_178,1667912411.816,-1158,1594,430
SCAI-ECG-BP,user_sensei_178,1667912412.016,-1191,1602,480
SCAI-ECG-BP,user_sensei_178,1667912412.216,-1162,1578,448
SCAI-ECG-BP,user_sensei_178,1667912412.416,-1155,1597,484
SCAI-ECG-BP,user_sensei_178,1667912412.616,-1152,1589,457
SCAI-ECG-BP,user_sensei_178,1667912412.816,-1148,1597,498
SCAI-ECG-BP,user_sensei_178,1667912413.016,-1145,1567,467
SCAI-ECG-BP,user_sensei_178,1667912413.216,-1192,1576,487
SCAI-ECG-BP,user_sensei_178,1667912413.416,-1141,1607,503
SCAI-ECG-BP,user_sensei_178,1667912413.616,-1140,1593,488
SCAI-ECG-BP,user_sensei_178,1667912413.816,-1140,1568,548
SCAI-ECG-BP,user_sensei_178,1667912414.016,-1183,1589,497
SCAI-ECG-BP,user_sensei_178,1667912414.216,-1221,1587,479
SCAI-ECG-BP,user_sensei_178,1667912414.416,-1153,1574,451
SCAI-ECG-BP,user_sensei_178,1667912414.616,-1177,1556,477
SCAI-ECG-BP,user_sensei_178,1667912414.816,-1185,1568,506
SCAI-ECG-BP,user_sensei_178,1667912415.016,-1184,1504,521
SCAI-ECG-BP,user_sensei_178,1667912415.216,-1234,1535,525
SCAI-ECG-BP,user_sensei_178,1667912415.416,-1236,1527,467
SCAI-ECG-BP,user_sensei_178,1667912415.616,-1218,1595,547
SCAI-ECG-BP,user_sensei_178,1667912415.816,-1114,1588,309
SCAI-ECG-BP,user_sensei_178,1667912416.016,-1192,1581,359
SCAI-ECG-BP,user_sensei_178,1667912416.216,-1163,1620,485
SCAI-ECG-BP,user_sensei_178,1667912416.416,-1103,1600,492
SCAI-ECG-BP,user_sensei_178,1667912416.616,-1060,1637,490
SCAI-ECG-BP,user_sensei_178,1667912416.816,-1101,1652,495
SCAI-ECG-BP,user_sensei_178,1667912417.016,-1106,1631,482
SCAI-ECG-BP,user_sensei_178,1667912417.216,-1103,1608,497
SCAI-ECG-BP,user_sensei_178,1667912417.416,-1131,1593,514
SCAI-ECG-BP,user_sensei_178,1667912417.616,-1099,1612,478
SCAI-ECG-BP,user_sensei_178,1667912417.816,-1078,1585,497
SCAI-ECG-BP,user_sensei_178,1667912418.016,-1149,1639,453
SCAI-ECG-BP,user_sensei_178,1667912418.216,-1236,1559,526
SCAI-ECG-BP,user_sensei_178,1667912418.416,-1254,1513,555
SCAI-ECG-BP,user_sensei_178,1667912418.616,-1129,1559,621
SCAI-ECG-BP,user_sensei_178,1667912418.816,-1171,1542,612
SCAI-ECG-BP,user_sensei_178,1667912419.016,-1178,1520,598
SCAI-ECG-BP,user_sensei_178,1667912419.216,-1222,1593,561
SCAI-ECG-BP,user_sensei_178,1667912419.416,-1242,1485,430
SCAI-ECG-BP,user_sensei_178,1667912419.616,-1199,1543,445
SCAI-ECG-BP,user_sensei_178,1667912419.816,-1281,1506,539
SCAI-ECG-BP,user_sensei_178,1667912420.016,-1193,1532,552
SCAI-ECG-BP,user_sensei_178,1667912420.216,-1245,1484,562
SCAI-ECG-BP,user_sensei_178,1667912420.416,-1230,1514,465
SCAI-ECG-BP,user_sensei_178,1667912420.616,-1169,1521,517
SCAI-ECG-BP,user_sensei_178,1667912420.816,-1198,1499,525
SCAI-ECG-BP,user_sensei_178,1667912421.016,-1230,1534,583
SCAI-ECG-BP,user_sensei_178,1667912421.216,-1161,1568,588
SCAI-ECG-BP,user_sensei_178,1667912421.416,-1234,1536,536
SCAI-ECG-BP,user_sensei_178,1667912421.616,-1174,1567,517
SCAI-ECG-BP,user_sensei_178,1667912421.816,-1102,1571,541
SCAI-ECG-BP,user_sensei_178,1667912422.016,-1202,1535,502
SCAI-ECG-BP,user_sensei_178,1667912422.216,-1152,1541,489
SCAI-ECG-BP,user_sensei_178,1667912422.416,-1216,1534,472
SCAI-ECG-BP,user_sensei_178,1667912422.616,-1177,1466,480
SCAI-ECG-BP,user_sensei_178,1667912422.816,-1344,1517,520
SCAI-ECG-BP,user_sensei_178,1667912423.016,-1247,1594,456
SCAI-ECG-BP,user_sensei_178,1667912423.216,-1242,1505,468
SCAI-ECG-BP,user_sensei_178,1667912423.416,-1160,1598,520
SCAI-ECG-BP,user_sensei_178,1667912423.616,-1207,1546,474
SCAI-ECG-BP,user_sensei_178,1667912423.816,-1143,1558,551
SCAI-ECG-BP,user_sensei_178,1667912424.016,-1124,1587,486
SCAI-ECG-BP,user_sensei_178,1667912424.216,-1145,1544,542
SCAI-ECG-BP,user_sensei_178,1667912424.416,-1219,1608,625
SCAI-ECG-BP,user_sensei_178,1667912424.616,-1090,1507,504
SCAI-ECG-BP,user_sensei_178,1667912424.816,-1068,1563,602
SCAI-ECG-BP,user_sensei_178,1667912425.016,-1119,1558,544
SCAI-ECG-BP,user_sensei_178,1667912425.216,-1104,1569,569
SCAI-ECG-BP,user_sensei_178,1667912425.416,-1202,1554,551
SCAI-ECG-BP,user_sensei_178,1667912425.616,-1209,1530,532
SCAI-ECG-BP,user_sensei_178,1667912425.816,-1151,1578,528
SCAI-ECG-BP,user_sensei_178,1667912426.016,-1217,1541,548
SCAI-ECG-BP,user_sensei_178,1667912426.216,-1236,1588,537
SCAI-ECG-BP,user_sensei_178,1667912426.416,-1179,1547,505
SCAI-ECG-BP,user_sensei_178,1667912426.616,-1111,1552,533
SCAI-ECG-BP,user_sensei_178,1667912426.816,-1127,1628,573
SCAI-ECG-BP,user_sensei_178,1667912427.016,-1087,1646,575
SCAI-ECG-BP,user_sensei_178,1667912427.216,-1070,1629,550
SCAI-ECG-BP,user_sensei_178,1667912427.416,-1088,1625,527
SCAI-ECG-BP,user_sensei_178,1667912427.616,-1093,1637,515
SCAI-ECG-BP,user_sensei_178,1667912427.816,-984,1458,417
SCAI-ECG-BP,user_sensei_178,1667912428.016,-1085,1589,550
SCAI-ECG-BP,user_sensei_178,1667912428.216,-1130,1617,524
SCAI-ECG-BP,user_sensei_178,1667912428.416,-1158,1607,509
SCAI-ECG-BP,user_sensei_178,1667912428.616,-1164,1529,559
SCAI-ECG-BP,user_sensei_178,1667912428.816,-1217,1523,572
SCAI-ECG-BP,user_sensei_178,1667912429.016,-1201,1528,556
SCAI-ECG-BP,user_sensei_178,1667912429.216,-1214,1491,597
