projectId,userId,time,x,y,z
SCAI-ECG-BP,user_sensei_223,1668074674.669,-1354,1222,873
SCAI-ECG-BP,user_sensei_223,1668074674.869,-1334,1233,862
SCAI-ECG-BP,user_sensei_223,1668074675.069,-1171,1239,856
SCAI-ECG-BP,user_sensei_223,1668074675.269,-1274,1126,1089
SCAI-ECG-BP,user_sensei_223,1668074675.469,-1333,1331,754
SCAI-ECG-BP,user_sensei_223,1668075967.679,229,1,-2053
SCAI-ECG-BP,user_sensei_223,1668075967.879,1705,1103,-422
SCAI-ECG-BP,user_sensei_223,1668075968.079,-458,430,-2002
SCAI-ECG-BP,user_sensei_223,1668075968.279,362,-48,-2272
SCAI-ECG-BP,user_sensei_223,1668075968.479,1012,-123,-2110
SCAI-ECG-BP,user_sensei_223,1668075968.679,138,-521,-2198
SCAI-ECG-BP,user_sensei_223,1668075968.879,26,-1040,-1542
SCAI-ECG-BP,user_sensei_223,1668075969.079,164,-1219,-1733
SCAI-ECG-BP,user_sensei_223,1668075969.279,186,-1035,-1795
SCAI-ECG-BP,user_sensei_223,1668075969.479,-242,-705,-2072
SCAI-ECG-BP,user_sensei_223,1668075969.679,-493,-666,-2062
SCAI-ECG-BP,user_sensei_223,1668075969.879,164,-612,-1706
SCAI-ECG-BP,user_sensei_223,1668075970.079,-448,-557,-1842
SCAI-ECG-BP,user_sensei_223,1668075970.279,-590,-503,-1798
SCAI-ECG-BP,user_sensei_223,1668075970.479,-365,-565,-1790
SCAI-ECG-BP,user_sensei_223,1668075970.679,-734,-481,-1572
SCAI-ECG-BP,user_sensei_223,1668075970.879,-302,-594,-2057
SCAI-ECG-BP,user_sensei_223,1668075971.079,409,-681,-2188
SCAI-ECG-BP,user_sensei_223,1668075971.279,445,-200,-1890
SCAI-ECG-BP,user_sensei_223,1668075971.479,354,-21,-1785
SCAI-ECG-BP,user_sensei_223,1668075971.679,-146,435,-1835
SCAI-ECG-BP,user_sensei_223,1668075971.879,-528,296,-1921
SCAI-ECG-BP,user_sensei_223,1668075972.079,-131,56,-1840
SCAI-ECG-BP,user_sensei_223,1668075972.279,447,-390,-2178
SCAI-ECG-BP,user_sensei_223,1668075972.479,230,-278,-1883
SCAI-ECG-BP,user_sensei_223,1668075972.679,32,-287,-2062
SCAI-ECG-BP,user_sensei_223,1668075972.879,-186,-177,-1789
SCAI-ECG-BP,user_sensei_223,1668075973.079,111,33,-391
SCAI-ECG-BP,user_sensei_223,1668075973.279,-55,-303,-1823
SCAI-ECG-BP,user_sensei_223,1668075973.479,61,-260,-1919
SCAI-ECG-BP,user_sensei_223,1668075973.679,-222,-700,-2527
SCAI-ECG-BP,user_sensei_223,1668075973.879,572,-1061,-2272
SCAI-ECG-BP,user_sensei_223,1668075974.079,450,-925,-1827
SCAI-ECG-BP,user_sensei_223,1668075974.279,596,-1034,-1300
