projectId,userId,time,rr
SCAI-ECG-BP,user_sensei_223,1668074674.669,0
SCAI-ECG-BP,user_sensei_223,1668075967.679,0
SCAI-ECG-BP,user_sensei_223,1668075968.679,0
SCAI-ECG-BP,user_sensei_223,1668075969.679,0
SCAI-ECG-BP,user_sensei_223,1668075970.679,0
SCAI-ECG-BP,user_sensei_223,1668075971.679,0
SCAI-ECG-BP,user_sensei_223,1668075972.679,0
SCAI-ECG-BP,user_sensei_223,1668075973.679,0
SCAI-ECG-BP,user_sensei_223,1668075974.679,0
SCAI-ECG-BP,user_sensei_223,1668075975.679,0
SCAI-ECG-BP,user_sensei_223,1668075976.679,0
SCAI-ECG-BP,user_sensei_223,1668075977.679,0
SCAI-ECG-BP,user_sensei_223,1668075978.679,0
SCAI-ECG-BP,user_sensei_223,1668075979.679,0
SCAI-ECG-BP,user_sensei_223,1668075980.679,0
SCAI-ECG-BP,user_sensei_223,1668075981.679,0
