projectId,userId,time,ecg
SCAI-ECG-BP,user_sensei_178,1667912400.006625,0.201
SCAI-ECG-BP,user_sensei_178,1667912400.0144374,0.404
SCAI-ECG-BP,user_sensei_178,1667912400.02225,0.565
SCAI-ECG-BP,user_sensei_178,1667912400.0300624,0.455
SCAI-ECG-BP,user_sensei_178,1667912400.037875,-0.109
SCAI-ECG-BP,user_sensei_178,1667912400.0456874,-0.402
SCAI-ECG-BP,user_sensei_178,1667912400.0535,-0.145
SCAI-ECG-BP,user_sensei_178,1667912400.0613124,-0.05
SCAI-ECG-BP,user_sensei_178,1667912400.069125,-0.051
SCAI-ECG-BP,user_sensei_178,1667912400.0769374,-0.063
SCAI-ECG-BP,user_sensei_178,1667912400.08475,-0.05
SCAI-ECG-BP,user_sensei_178,1667912400.0925624,-0.006
SCAI-ECG-BP,user_sensei_178,1667912400.100375,-0.049
SCAI-ECG-BP,user_sensei_178,1667912400.1081874,-0.046
SCAI-ECG-BP,user_sensei_178,1667912400.116,-0.028
SCAI-ECG-BP,user_sensei_178,1667912400.1238124,-0.012
SCAI-ECG-BP,user_sensei_178,1667912400.131625,-0.008
SCAI-ECG-BP,user_sensei_178,1667912400.1394374,0.002
SCAI-ECG-BP,user_sensei_178,1667912400.14725,0.013
SCAI-ECG-BP,user_sensei_178,1667912400.1550624,0.027
SCAI-ECG-BP,user_sensei_178,1667912400.162875,0.041
SCAI-ECG-BP,user_sensei_178,1667912400.1706874,0.025
SCAI-ECG-BP,user_sensei_178,1667912400.1785,0.033
SCAI-ECG-BP,user_sensei_178,1667912400.1863124,0.055
SCAI-ECG-BP,user_sensei_178,1667912400.194125,0.07
SCAI-ECG-BP,user_sensei_178,1667912400.2019374,0.106
SCAI-ECG-BP,user_sensei_178,1667912400.20975,0.096
SCAI-ECG-BP,user_sensei_178,1667912400.2175624,0.127
SCAI-ECG-BP,user_sensei_178,1667912400.225375,0.153
SCAI-ECG-BP,user_sensei_178,1667912400.2331874,0.183
SCAI-ECG-BP,user_sensei_178,1667912400.241,0.201
SCAI-ECG-BP,user_sensei_178,1667912400.2488124,0.238
SCAI-ECG-BP,user_sensei_178,1667912400.256625,0.271
SCAI-ECG-BP,user_sensei_178,1667912400.2644374,0.296
SCAI-ECG-BP,user_sensei_178,1667912400.27225,0.298
SCAI-ECG-BP,user_sensei_178,1667912400.2800624,0.318
SCAI-ECG-BP,user_sensei_178,1667912400.287875,0.323
SCAI-ECG-BP,user_sensei_178,1667912400.2956874,0.3
SCAI-ECG-BP,user_sensei_178,1667912400.3035,0.265
SCAI-ECG-BP,user_sensei_178,1667912400.3113124,0.188
SCAI-ECG-BP,user_sensei_178,1667912400.319125,0.14
SCAI-ECG-BP,user_sensei_178,1667912400.3269374,0.087
