projectId,userId,time,rr
SCAI-ECG-BP,user_sensei_642,1667998800.648,22
SCAI-ECG-BP,user_sensei_642,1667998801.648,22
SCAI-ECG-BP,user_sensei_642,1667998802.648,23
SCAI-ECG-BP,user_sensei_642,1667998803.648,23
SCAI-ECG-BP,user_sensei_642,1667998804.648,23
SCAI-ECG-BP,user_sensei_642,1667998805.648,25
SCAI-ECG-BP,user_sensei_642,1667998806.648,25
SCAI-ECG-BP,user_sensei_642,1667998807.648,24
SCAI-ECG-BP,user_sensei_642,1667998808.648,24
SCAI-ECG-BP,user_sensei_642,1667998809.648,23
SCAI-ECG-BP,user_sensei_642,1667998810.648,21
SCAI-ECG-BP,user_sensei_642,1667998811.648,20
SCAI-ECG-BP,user_sensei_642,1667998812.648,19
SCAI-ECG-BP,user_sensei_642,1667998813.648,19
SCAI-ECG-BP,user_sensei_642,1667998814.648,19
SCAI-ECG-BP,user_sensei_642,1667998815.648,18
SCAI-ECG-BP,user_sensei_642,1667998816.648,16
SCAI-ECG-BP,user_sensei_642,1667998817.648,16
SCAI-ECG-BP,user_sensei_642,1667998818.648,16
SCAI-ECG-BP,user_sensei_642,1667998819.648,16
SCAI-ECG-BP,user_sensei_642,1667998820.648,16
SCAI-ECG-BP,user_sensei_642,1667998821.648,15
SCAI-ECG-BP,user_sensei_642,1667998822.648,14
SCAI-ECG-BP,user_sensei_642,1667998823.648,13
SCAI-ECG-BP,user_sensei_642,1667998824.648,13
SCAI-ECG-BP,user_sensei_642,1667998825.648,11
SCAI-ECG-BP,user_sensei_642,1667998826.648,10
SCAI-ECG-BP,user_sensei_642,1667998827.648,11
SCAI-ECG-BP,user_sensei_642,1667998828.648,12
SCAI-ECG-BP,user_sensei_642,1667998829.648,11
SCAI-ECG-BP,user_sensei_642,1667998830.648,11
SCAI-ECG-BP,user_sensei_642,1667998831.648,11
SCAI-ECG-BP,user_sensei_642,1667998832.648,11
SCAI-ECG-BP,user_sensei_642,1667998833.648,11
SCAI-ECG-BP,user_sensei_642,1667998834.648,12
SCAI-ECG-BP,user_sensei_642,1667998835.648,12
SCAI-ECG-BP,user_sensei_642,1667998836.648,12
SCAI-ECG-BP,user_sensei_642,1667998837.648,12
SCAI-ECG-BP,user_sensei_642,1667998838.648,12
SCAI-ECG-BP,user_sensei_642,1667998839.648,11
SCAI-ECG-BP,user_sensei_642,1667998840.648,10
SCAI-ECG-BP,user_sensei_642,1667998841.648,10
SCAI-ECG-BP,user_sensei_642,1667998842.648,11
SCAI-ECG-BP,user_sensei_642,1667998843.648,12
SCAI-ECG-BP,user_sensei_642,1667998844.648,12
SCAI-ECG-BP,user_sensei_642,1667998845.648,13
SCAI-ECG-BP,user_sensei_642,1667998846.648,14
