projectId,userId,time,rr
SCAI-ECG-BP,user_sensei_642,1667996749.648,0
SCAI-ECG-BP,user_sensei_642,1667996750.648,0
SCAI-ECG-BP,user_sensei_642,1667996751.648,0
SCAI-ECG-BP,user_sensei_642,1667996752.648,0
SCAI-ECG-BP,user_sensei_642,1667996753.648,0
SCAI-ECG-BP,user_sensei_642,1667996754.648,0
SCAI-ECG-BP,user_sensei_642,1667996755.648,0
SCAI-ECG-BP,user_sensei_642,1667996756.648,0
SCAI-ECG-BP,user_sensei_642,1667996757.648,0
SCAI-ECG-BP,user_sensei_642,1667996758.648,0
SCAI-ECG-BP,user_sensei_642,1667996759.648,0
SCAI-ECG-BP,user_sensei_642,1667996760.648,0
SCAI-ECG-BP,user_sensei_642,1667996761.648,0
SCAI-ECG-BP,user_sensei_642,1667996762.648,0
SCAI-ECG-BP,user_sensei_642,1667996763.648,0
SCAI-ECG-BP,user_sensei_642,1667996764.648,0
SCAI-ECG-BP,user_sensei_642,1667996765.648,0
SCAI-ECG-BP,user_sensei_642,1667996766.648,0
SCAI-ECG-BP,user_sensei_642,1667996767.648,0
SCAI-ECG-BP,user_sensei_642,1667996768.648,0
SCAI-ECG-BP,user_sensei_642,1667996769.648,0
SCAI-ECG-BP,user_sensei_642,1667996770.648,0
SCAI-ECG-BP,user_sensei_642,1667996771.648,0
SCAI-ECG-BP,user_sensei_642,1667996772.648,0
SCAI-ECG-BP,user_sensei_642,1667996773.648,0
SCAI-ECG-BP,user_sensei_642,1667996774.648,0
SCAI-ECG-BP,user_sensei_642,1667996775.648,0
SCAI-ECG-BP,user_sensei_642,1667996776.648,0
SCAI-ECG-BP,user_sensei_642,1667996777.648,0
SCAI-ECG-BP,user_sensei_642,1667996778.648,0
SCAI-ECG-BP,user_sensei_642,1667996779.648,0
SCAI-ECG-BP,user_sensei_642,1667996780.648,0
SCAI-ECG-BP,user_sensei_642,1667996781.648,0
SCAI-ECG-BP,user_sensei_642,1667996782.648,0
SCAI-ECG-BP,user_sensei_642,1667996783.648,12
SCAI-ECG-BP,user_sensei_642,1667996784.648,12
SCAI-ECG-BP,user_sensei_642,1667996785.648,12
SCAI-ECG-BP,user_sensei_642,1667996786.648,11
SCAI-ECG-BP,user_sensei_642,1667996787.648,11
SCAI-ECG-BP,user_sensei_642,1667996788.648,11
