projectId,userId,time,ecg
SCAI-ECG-BP,user_sensei_642,1667998800.007375,0.165
SCAI-ECG-BP,user_sensei_642,1667998800.0151875,0.19
SCAI-ECG-BP,user_sensei_642,1667998800.023,0.219
SCAI-ECG-BP,user_sensei_642,1667998800.0308125,0.235
SCAI-ECG-BP,user_sensei_642,1667998800.038625,0.249
SCAI-ECG-BP,user_sensei_642,1667998800.0464375,0.24
SCAI-ECG-BP,user_sensei_642,1667998800.05425,0.23
SCAI-ECG-BP,user_sensei_642,1667998800.0620625,0.21
SCAI-ECG-BP,user_sensei_642,1667998800.069875,0.168
SCAI-ECG-BP,user_sensei_642,1667998800.0776875,0.134
SCAI-ECG-BP,user_sensei_642,1667998800.0855,0.095
SCAI-ECG-BP,user_sensei_642,1667998800.0933125,0.064
SCAI-ECG-BP,user_sensei_642,1667998800.101125,0.039
SCAI-ECG-BP,user_sensei_642,1667998800.1089375,0.015
SCAI-ECG-BP,user_sensei_642,1667998800.11675,0.007
SCAI-ECG-BP,user_sensei_642,1667998800.1245625,-0.013
SCAI-ECG-BP,user_sensei_642,1667998800.132375,-0.012
SCAI-ECG-BP,user_sensei_642,1667998800.1401875,-0.006
SCAI-ECG-BP,user_sensei_642,1667998800.148,-0.005
SCAI-ECG-BP,user_sensei_642,1667998800.1558125,-0.015
SCAI-ECG-BP,user_sensei_642,1667998800.163625,0.002
SCAI-ECG-BP,user_sensei_642,1667998800.1714375,-0.01
SCAI-ECG-BP,user_sensei_642,1667998800.17925,-0.011
SCAI-ECG-BP,user_sensei_642,1667998800.1870625,-0.008
SCAI-ECG-BP,user_sensei_642,1667998800.194875,-0.002
SCAI-ECG-BP,user_sensei_642,1667998800.2026875,-0.006
SCAI-ECG-BP,user_sensei_642,1667998800.2105,-0.002
SCAI-ECG-BP,user_sensei_642,1667998800.2183125,-0.002
SCAI-ECG-BP,user_sensei_642,1667998800.226125,-0.009
SCAI-ECG-BP,user_sensei_642,1667998800.2339375,-0.01
SCAI-ECG-BP,user_sensei_642,1667998800.24175,-0.008
SCAI-ECG-BP,user_sensei_642,1667998800.2495625,-0.015
SCAI-ECG-BP,user_sensei_642,1667998800.257375,-0.011
SCAI-ECG-BP,user_sensei_642,1667998800.2651875,-0.003
SCAI-ECG-BP,user_sensei_642,1667998800.273,-0.01
SCAI-ECG-BP,user_sensei_642,1667998800.2808125,-0.023
SCAI-ECG-BP,user_sensei_642,1667998800.288625,-0.022
SCAI-ECG-BP,user_sensei_642,1667998800.2964375,-0.028
SCAI-ECG-BP,user_sensei_642,1667998800.30425,-0.019
SCAI-ECG-BP,user_sensei_642,1667998800.3120625,0.004
SCAI-ECG-BP,user_sensei_642,1667998800.319875,-0.019
SCAI-ECG-BP,user_sensei_642,1667998800.3276875,-0.017
SCAI-ECG-BP,user_sensei_642,1667998800.3355,0.013
SCAI-ECG-BP,user_sensei_642,1667998800.3433125,0.029
SCAI-ECG-BP,user_sensei_642,1667998800.351125,0.014
SCAI-ECG-BP,user_sensei_642,1667998800.3589375,0.02
SCAI-ECG-BP,user_sensei_642,1667998800.36675,0.014
SCAI-ECG-BP,user_sensei_642,1667998800.3745625,0.002
SCAI-ECG-BP,user_sensei_642,1667998800.382375,-0.022
SCAI-ECG-BP,user_sensei_642,1667998800.3901875,-0.029
SCAI-ECG-BP,user_sensei_642,1667998800.398,-0.035
SCAI-ECG-BP,user_sensei_642,1667998800.4058125,-0.041
SCAI-ECG-BP,user_sensei_642,1667998800.413625,-0.05
SCAI-ECG-BP,user_sensei_642,1667998800.4214375,-0.047
SCAI-ECG-BP,user_sensei_642,1667998800.42925,-0.055
SCAI-ECG-BP,user_sensei_642,1667998800.4370625,-0.047
SCAI-ECG-BP,user_sensei_642,1667998800.444875,-0.058
SCAI-ECG-BP,user_sensei_642,1667998800.4526875,-0.052
SCAI-ECG-BP,user_sensei_642,1667998800.4605,-0.051
SCAI-ECG-BP,user_sensei_642,1667998800.4683125,-0.045
SCAI-ECG-BP,user_sensei_642,1667998800.476125,-0.068
SCAI-ECG-BP,user_sensei_642,1667998800.4839375,-0.066
SCAI-ECG-BP,user_sensei_642,1667998800.49175,0.06
SCAI-ECG-BP,user_sensei_642,1667998800.4995625,0.222
SCAI-ECG-BP,user_sensei_642,1667998800.507375,0.126
SCAI-ECG-BP,user_sensei_642,1667998800.5151875,-0.047
SCAI-ECG-BP,user_sensei_642,1667998800.523,-0.241
SCAI-ECG-BP,user_sensei_642,1667998800.5308125,-0.219
SCAI-ECG-BP,user_sensei_642,1667998800.538625,-0.066
SCAI-ECG-BP,user_sensei_642,1667998800.5464375,-0.025
SCAI-ECG-BP,user_sensei_642,1667998800.55425,-0.01
SCAI-ECG-BP,user_sensei_642,1667998800.5620625,-0.008
SCAI-ECG-BP,user_sensei_642,1667998800.569875,0.0
SCAI-ECG-BP,user_sensei_642,1667998800.5776875,0.002
SCAI-ECG-BP,user_sensei_642,1667998800.5855,0.008
SCAI-ECG-BP,user_sensei_642,1667998800.5933125,0.013
SCAI-ECG-BP,user_sensei_642,1667998800.601125,0.018
SCAI-ECG-BP,user_sensei_642,1667998800.6089375,0.026
SCAI-ECG-BP,user_sensei_642,1667998800.61675,0.035
SCAI-ECG-BP,user_sensei_642,1667998800.6245625,0.042
SCAI-ECG-BP,user_sensei_642,1667998800.632375,0.056
SCAI-ECG-BP,user_sensei_642,1667998800.6401875,0.079
SCAI-ECG-BP,user_sensei_642,1667998800.648,0.093
SCAI-ECG-BP,user_sensei_642,1667998800.6558125,0.117
SCAI-ECG-BP,user_sensei_642,1667998800.663625,0.147
SCAI-ECG-BP,user_sensei_642,1667998800.6714375,0.172
SCAI-ECG-BP,user_sensei_642,1667998800.67925,0.192
SCAI-ECG-BP,user_sensei_642,1667998800.6870625,0.221
SCAI-ECG-BP,user_sensei_642,1667998800.694875,0.234
SCAI-ECG-BP,user_sensei_642,1667998800.7026875,0.25
SCAI-ECG-BP,user_sensei_642,1667998800.7105,0.255
SCAI-ECG-BP,user_sensei_642,1667998800.7183125,0.248
SCAI-ECG-BP,user_sensei_642,1667998800.726125,0.23
SCAI-ECG-BP,user_sensei_642,1667998800.7339375,0.202
SCAI-ECG-BP,user_sensei_642,1667998800.74175,0.163
SCAI-ECG-BP,user_sensei_642,1667998800.7495625,0.122
SCAI-ECG-BP,user_sensei_642,1667998800.757375,0.084
SCAI-ECG-BP,user_sensei_642,1667998800.7651875,0.057
SCAI-ECG-BP,user_sensei_642,1667998800.773,0.032
SCAI-ECG-BP,user_sensei_642,1667998800.7808125,0.017
SCAI-ECG-BP,user_sensei_642,1667998800.788625,0.003
SCAI-ECG-BP,user_sensei_642,1667998800.7964375,-0.007
SCAI-ECG-BP,user_sensei_642,1667998800.80425,-0.013
SCAI-ECG-BP,user_sensei_642,1667998800.8120625,-0.011
SCAI-ECG-BP,user_sensei_642,1667998800.819875,-0.003
SCAI-ECG-BP,user_sensei_642,1667998800.8276875,-0.003
SCAI-ECG-BP,user_sensei_642,1667998800.8355,-0.004
SCAI-ECG-BP,user_sensei_642,1667998800.8433125,-0.01
SCAI-ECG-BP,user_sensei_642,1667998800.851125,-0.012
SCAI-ECG-BP,user_sensei_642,1667998800.8589375,-0.014
SCAI-ECG-BP,user_sensei_642,1667998800.86675,-0.012
SCAI-ECG-BP,user_sensei_642,1667998800.8745625,-0.013
SCAI-ECG-BP,user_sensei_642,1667998800.882375,-0.016
SCAI-ECG-BP,user_sensei_642,1667998800.8901875,-0.018
SCAI-ECG-BP,user_sensei_642,1667998800.898,-0.013
SCAI-ECG-BP,user_sensei_642,1667998800.9058125,-0.007
SCAI-ECG-BP,user_sensei_642,1667998800.913625,-0.01
SCAI-ECG-BP,user_sensei_642,1667998800.9214375,-0.01
SCAI-ECG-BP,user_sensei_642,1667998800.92925,-0.015
SCAI-ECG-BP,user_sensei_642,1667998800.9370625,-0.018
SCAI-ECG-BP,user_sensei_642,1667998800.944875,-0.023
SCAI-ECG-BP,user_sensei_642,1667998800.9526875,-0.025
SCAI-ECG-BP,user_sensei_642,1667998800.9605,-0.023
SCAI-ECG-BP,user_sensei_642,1667998800.9683125,-0.018
SCAI-ECG-BP,user_sensei_642,1667998800.976125,-0.018
SCAI-ECG-BP,user_sensei_642,1667998800.9839375,-0.003
SCAI-ECG-BP,user_sensei_642,1667998800.99175,0.026
SCAI-ECG-BP,user_sensei_642,1667998800.9995625,0.029
SCAI-ECG-BP,user_sensei_642,1667998801.007375,0.028
SCAI-ECG-BP,user_sensei_642,1667998801.0151875,0.022
SCAI-ECG-BP,user_sensei_642,1667998801.023,0.009
SCAI-ECG-BP,user_sensei_642,1667998801.0308125,0.003
SCAI-ECG-BP,user_sensei_642,1667998801.038625,-0.025
SCAI-ECG-BP,user_sensei_642,1667998801.0464375,-0.041
SCAI-ECG-BP,user_sensei_642,1667998801.05425,-0.048
SCAI-ECG-BP,user_sensei_642,1667998801.0620625,-0.048
SCAI-ECG-BP,user_sensei_642,1667998801.069875,-0.043
SCAI-ECG-BP,user_sensei_642,1667998801.0776875,-0.042
SCAI-ECG-BP,user_sensei_642,1667998801.0855,-0.049
SCAI-ECG-BP,user_sensei_642,1667998801.0933125,-0.046
SCAI-ECG-BP,user_sensei_642,1667998801.101125,-0.047
SCAI-ECG-BP,user_sensei_642,1667998801.1089375,-0.044
SCAI-ECG-BP,user_sensei_642,1667998801.11675,-0.043
SCAI-ECG-BP,user_sensei_642,1667998801.1245625,-0.041
SCAI-ECG-BP,user_sensei_642,1667998801.132375,-0.065
SCAI-ECG-BP,user_sensei_642,1667998801.1401875,-0.041
SCAI-ECG-BP,user_sensei_642,1667998801.148,0.087
