projectId,userId,time,rr
SCAI-ECG-BP,user_sensei_178,1667910941.616,0
SCAI-ECG-BP,user_sensei_178,1667910942.616,0
SCAI-ECG-BP,user_sensei_178,1667910943.616,0
SCAI-ECG-BP,user_sensei_178,1667910944.616,0
SCAI-ECG-BP,user_sensei_178,1667910945.616,0
SCAI-ECG-BP,user_sensei_178,1667910946.616,0
SCAI-ECG-BP,user_sensei_178,1667910947.616,0
SCAI-ECG-BP,user_sensei_178,1667910948.616,0
SCAI-ECG-BP,user_sensei_178,1667910949.616,0
SCAI-ECG-BP,user_sensei_178,1667910950.616,0
SCAI-ECG-BP,user_sensei_178,1667910951.616,0
SCAI-ECG-BP,user_sensei_178,1667910952.616,0
SCAI-ECG-BP,user_sensei_178,1667910953.616,0
SCAI-ECG-BP,user_sensei_178,1667910954.616,0
SCAI-ECG-BP,user_sensei_178,1667910955.616,0
SCAI-ECG-BP,user_sensei_178,1667910956.616,0
SCAI-ECG-BP,user_sensei_178,1667910957.616,0
SCAI-ECG-BP,user_sensei_178,1667910958.616,0
SCAI-ECG-BP,user_sensei_178,1667910959.616,0
SCAI-ECG-BP,user_sensei_178,1667910960.616,0
SCAI-ECG-BP,user_sensei_178,1667910961.616,0
SCAI-ECG-BP,user_sensei_178,1667910962.616,0
SCAI-ECG-BP,user_sensei_178,1667910963.616,0
SCAI-ECG-BP,user_sensei_178,1667910964.616,0
SCAI-ECG-BP,user_sensei_178,1667910965.616,0
SCAI-ECG-BP,user_sensei_178,1667910966.616,0
SCAI-ECG-BP,user_sensei_178,1667910967.616,0
SCAI-ECG-BP,user_sensei_178,1667910968.616,0
SCAI-ECG-BP,user_sensei_178,1667910969.616,0
SCAI-ECG-BP,user_sensei_178,1667910970.616,0
SCAI-ECG-BP,user_sensei_178,1667910971.616,0
SCAI-ECG-BP,user_sensei_178,1667910972.616,0
SCAI-ECG-BP,user_sensei_178,1667910973.616,17
SCAI-ECG-BP,user_sensei_178,1667910974.616,16
SCAI-ECG-BP,user_sensei_178,1667910975.616,19
SCAI-ECG-BP,user_sensei_178,1667910976.616,20
SCAI-ECG-BP,user_sensei_178,1667910977.616,19
SCAI-ECG-BP,user_sensei_178,1667910978.616,19
SCAI-ECG-BP,user_sensei_178,1667910979.616,19
SCAI-ECG-BP,user_sensei_178,1667910980.616,19
SCAI-ECG-BP,user_sensei_178,1667910981.616,19
SCAI-ECG-BP,user_sensei_178,1667910982.616,19
SCAI-ECG-BP,user_sensei_178,1667910983.616,19
SCAI-ECG-BP,user_sensei_178,1667910984.616,19
SCAI-ECG-BP,user_sensei_178,1667910985.616,20
SCAI-ECG-BP,user_sensei_178,1667910986.616,20
SCAI-ECG-BP,user_sensei_178,1667910987.616,20
SCAI-ECG-BP,user_sensei_178,1667910988.616,20
SCAI-ECG-BP,user_sensei_178,1667910989.616,20
SCAI-ECG-BP,user_sensei_178,1667910990.617,20
SCAI-ECG-BP,user_sensei_178,1667910991.616,20
SCAI-ECG-BP,user_sensei_178,1667910992.616,21
SCAI-ECG-BP,user_sensei_178,1667910993.617,21
SCAI-ECG-BP,user_sensei_178,1667910994.616,20
SCAI-ECG-BP,user_sensei_178,1667910995.616,20
SCAI-ECG-BP,user_sensei_178,1667910996.616,20
SCAI-ECG-BP,user_sensei_178,1667910997.616,20
SCAI-ECG-BP,user_sensei_178,1667910998.616,20
SCAI-ECG-BP,user_sensei_178,1667910999.616,20
SCAI-ECG-BP,user_sensei_178,1667911000.616,19
SCAI-ECG-BP,user_sensei_178,1667911001.616,19
SCAI-ECG-BP,user_sensei_178,1667911002.616,19
SCAI-ECG-BP,user_sensei_178,1667911003.616,19
SCAI-ECG-BP,user_sensei_178,1667911004.616,19
SCAI-ECG-BP,user_sensei_178,1667911005.616,19
SCAI-ECG-BP,user_sensei_178,1667911006.616,19
SCAI-ECG-BP,user_sensei_178,1667911007.616,18
