projectId,userId,time,rr
SCAI-ECG-BP,user_sensei_661,1668088800.581,13
SCAI-ECG-BP,user_sensei_661,1668088801.581,13
SCAI-ECG-BP,user_sensei_661,1668088802.581,13
SCAI-ECG-BP,user_sensei_661,1668088803.581,13
SCAI-ECG-BP,user_sensei_661,1668088804.581,13
SCAI-ECG-BP,user_sensei_661,1668088805.581,13
SCAI-ECG-BP,user_sensei_661,1668088806.581,13
SCAI-ECG-BP,user_sensei_661,1668088807.581,14
SCAI-ECG-BP,user_sensei_661,1668088808.581,14
SCAI-ECG-BP,user_sensei_661,1668088809.581,14
SCAI-ECG-BP,user_sensei_661,1668088810.581,14
SCAI-ECG-BP,user_sensei_661,1668088811.581,14
SCAI-ECG-BP,user_sensei_661,1668088812.581,14
SCAI-ECG-BP,user_sensei_661,1668088813.581,14
SCAI-ECG-BP,user_sensei_661,1668088814.581,14
SCAI-ECG-BP,user_sensei_661,1668088815.581,14
SCAI-ECG-BP,user_sensei_661,1668088816.581,14
SCAI-ECG-BP,user_sensei_661,1668088817.581,14
SCAI-ECG-BP,user_sensei_661,1668088818.581,14
SCAI-ECG-BP,user_sensei_661,1668088819.581,14
SCAI-ECG-BP,user_sensei_661,1668088820.581,14
SCAI-ECG-BP,user_sensei_661,1668088821.581,15
SCAI-ECG-BP,user_sensei_661,1668088822.581,14
SCAI-ECG-BP,user_sensei_661,1668088823.581,15
SCAI-ECG-BP,user_sensei_661,1668088824.581,15
SCAI-ECG-BP,user_sensei_661,1668088825.581,15
SCAI-ECG-BP,user_sensei_661,1668088826.581,15
SCAI-ECG-BP,user_sensei_661,1668088827.581,15
SCAI-ECG-BP,user_sensei_661,1668088828.581,15
SCAI-ECG-BP,user_sensei_661,1668088829.581,15
SCAI-ECG-BP,user_sensei_661,1668088830.581,15
SCAI-ECG-BP,user_sensei_661,1668088831.581,15
SCAI-ECG-BP,user_sensei_661,1668088832.581,16
SCAI-ECG-BP,user_sensei_661,1668088833.581,16
SCAI-ECG-BP,user_sensei_661,1668088834.581,16
SCAI-ECG-BP,user_sensei_661,1668088835.581,16
SCAI-ECG-BP,user_sensei_661,1668088836.581,16
SCAI-ECG-BP,user_sensei_661,1668088837.581,17
SCAI-ECG-BP,user_sensei_661,1668088838.581,17
SCAI-ECG-BP,user_sensei_661,1668088839.581,17
SCAI-ECG-BP,user_sensei_661,1668088840.581,17
SCAI-ECG-BP,user_sensei_661,1668088841.581,17
SCAI-ECG-BP,user_sensei_661,1668088842.581,17
SCAI-ECG-BP,user_sensei_661,1668088843.581,17
SCAI-ECG-BP,user_sensei_661,1668088844.581,17
SCAI-ECG-BP,user_sensei_661,1668088845.581,17
SCAI-ECG-BP,user_sensei_661,1668088846.581,16
SCAI-ECG-BP,user_sensei_661,1668088847.581,16
SCAI-ECG-BP,user_sensei_661,1668088848.581,16
SCAI-ECG-BP,user_sensei_661,1668088849.581,16
SCAI-ECG-BP,user_sensei_661,1668088850.581,16
SCAI-ECG-BP,user_sensei_661,1668088851.581,16
SCAI-ECG-BP,user_sensei_661,1668088852.581,16
SCAI-ECG-BP,user_sensei_661,1668088853.581,16
SCAI-ECG-BP,user_sensei_661,1668088854.581,16
SCAI-ECG-BP,user_sensei_661,1668088855.581,16
SCAI-ECG-BP,user_sensei_661,1668088856.581,16
SCAI-ECG-BP,user_sensei_661,1668088857.581,16
SCAI-ECG-BP,user_sensei_661,1668088858.581,16
SCAI-ECG-BP,user_sensei_661,1668088859.581,16
SCAI-ECG-BP,user_sensei_661,1668088860.581,16
SCAI-ECG-BP,user_sensei_661,1668088861.581,16
SCAI-ECG-BP,user_sensei_661,1668088862.581,16
SCAI-ECG-BP,user_sensei_661,1668088863.581,16
SCAI-ECG-BP,user_sensei_661,1668088864.581,16
