projectId,userId,time,x,y,z
SCAI-ECG-BP,user_sensei_661,1668087702.581,40,-312,1997
SCAI-ECG-BP,user_sensei_661,1668087702.781,26,-25,2059
SCAI-ECG-BP,user_sensei_661,1668087702.981,-919,986,1461
SCAI-ECG-BP,user_sensei_661,1668087703.181,-1139,859,1526
SCAI-ECG-BP,user_sensei_661,1668087703.381,-1211,947,1607
SCAI-ECG-BP,user_sensei_661,1668087703.581,-733,966,1236
SCAI-ECG-BP,user_sensei_661,1668087703.781,-1031,667,1340
SCAI-ECG-BP,user_sensei_661,1668087703.981,-1165,843,1440
SCAI-ECG-BP,user_sensei_661,1668087704.181,-910,293,1132
SCAI-ECG-BP,user_sensei_661,1668087704.381,-1356,813,1406
SCAI-ECG-BP,user_sensei_661,1668087704.581,-1413,686,1361
SCAI-ECG-BP,user_sensei_661,1668087704.781,-1050,901,1498
SCAI-ECG-BP,user_sensei_661,1668087704.981,-1095,1510,1224
SCAI-ECG-BP,user_sensei_661,1668087705.181,-906,1049,1009
SCAI-ECG-BP,user_sensei_661,1668087705.381,-943,1333,1408
SCAI-ECG-BP,user_sensei_661,1668087705.581,-1060,1348,1306
SCAI-ECG-BP,user_sensei_661,1668087705.781,-644,1544,1374
SCAI-ECG-BP,user_sensei_661,1668087705.981,-846,1369,1061
SCAI-ECG-BP,user_sensei_661,1668087706.181,-626,1612,1210
SCAI-ECG-BP,user_sensei_661,1668087706.381,-723,1716,1319
SCAI-ECG-BP,user_sensei_661,1668087706.581,-1122,1412,1179
SCAI-ECG-BP,user_sensei_661,1668087706.781,-838,1697,1221
SCAI-ECG-BP,user_sensei_661,1668087706.981,-943,1715,1110
SCAI-ECG-BP,user_sensei_661,1668087707.181,-868,1590,953
SCAI-ECG-BP,user_sensei_661,1668087707.381,-894,1534,1013
SCAI-ECG-BP,user_sensei_661,1668087707.581,-884,1505,1029
SCAI-ECG-BP,user_sensei_661,1668087707.781,-899,1502,1055
SCAI-ECG-BP,user_sensei_661,1668087707.981,-843,1495,1047
SCAI-ECG-BP,user_sensei_661,1668087708.181,-876,1466,1063
SCAI-ECG-BP,user_sensei_661,1668087708.381,-928,1543,914
SCAI-ECG-BP,user_sensei_661,1668087708.581,-872,1617,1038
SCAI-ECG-BP,user_sensei_661,1668087708.781,-897,1599,1018
SCAI-ECG-BP,user_sensei_661,1668087708.981,-653,1656,943
SCAI-ECG-BP,user_sensei_661,1668087709.181,-723,1629,955
SCAI-ECG-BP,user_sensei_661,1668087709.381,-749,1602,993
SCAI-ECG-BP,user_sensei_661,1668087709.581,-771,1598,989
SCAI-ECG-BP,user_sensei_661,1668087709.781,-852,1550,1003
SCAI-ECG-BP,user_sensei_661,1668087709.981,-819,1617,1023
SCAI-ECG-BP,user_sensei_661,1668087710.181,-746,1653,983
