projectId,userId,time,hr
SCAI-ECG-BP,user_sensei_223,1668437746.689,-401
SCAI-ECG-BP,user_sensei_223,1668437747.689,-401
SCAI-ECG-BP,user_sensei_223,1668437748.689,247
SCAI-ECG-BP,user_sensei_223,1668437749.689,174
SCAI-ECG-BP,user_sensei_223,1668437750.689,148
SCAI-ECG-BP,user_sensei_223,1668437751.689,134
SCAI-ECG-BP,user_sensei_223,1668437752.689,125
SCAI-ECG-BP,user_sensei_223,1668437753.689,94
SCAI-ECG-BP,user_sensei_223,1668437754.689,92
SCAI-ECG-BP,user_sensei_223,1668437755.689,92
SCAI-ECG-BP,user_sensei_223,1668437756.689,92
SCAI-ECG-BP,user_sensei_223,1668437757.689,92
SCAI-ECG-BP,user_sensei_223,1668437758.689,92
SCAI-ECG-BP,user_sensei_223,1668437759.689,92
SCAI-ECG-BP,user_sensei_223,1668437760.689,91
SCAI-ECG-BP,user_sensei_223,1668437761.689,88
SCAI-ECG-BP,user_sensei_223,1668437762.689,86
SCAI-ECG-BP,user_sensei_223,1668437763.689,84
SCAI-ECG-BP,user_sensei_223,1668437764.689,81
SCAI-ECG-BP,user_sensei_223,1668437765.689,80
SCAI-ECG-BP,user_sensei_223,1668437766.689,79
SCAI-ECG-BP,user_sensei_223,1668437767.689,78
SCAI-ECG-BP,user_sensei_223,1668437768.689,78
SCAI-ECG-BP,user_sensei_223,1668437769.689,78
SCAI-ECG-BP,user_sensei_223,1668437773.682,-401
SCAI-ECG-BP,user_sensei_223,1668437774.682,-401
SCAI-ECG-BP,user_sensei_223,1668437775.682,-316
SCAI-ECG-BP,user_sensei_223,1668437776.682,-316
SCAI-ECG-BP,user_sensei_223,1668437777.682,223
SCAI-ECG-BP,user_sensei_223,1668437778.682,223
SCAI-ECG-BP,user_sensei_223,1668437779.682,223
SCAI-ECG-BP,user_sensei_223,1668437780.682,217
SCAI-ECG-BP,user_sensei_223,1668437781.682,212
SCAI-ECG-BP,user_sensei_223,1668437782.682,206
SCAI-ECG-BP,user_sensei_223,1668437783.682,198
SCAI-ECG-BP,user_sensei_223,1668437784.682,191
SCAI-ECG-BP,user_sensei_223,1668437785.682,189
SCAI-ECG-BP,user_sensei_223,1668437786.682,188
SCAI-ECG-BP,user_sensei_223,1668437787.682,187
SCAI-ECG-BP,user_sensei_223,1668437788.682,187
SCAI-ECG-BP,user_sensei_223,1668437789.682,180
SCAI-ECG-BP,user_sensei_223,1668437790.682,173
SCAI-ECG-BP,user_sensei_223,1668437791.682,165
