projectId,userId,time,hr
SCAI-ECG-BP,user_sensei_661,1668087702.581,0
SCAI-ECG-BP,user_sensei_661,1668087703.581,0
SCAI-ECG-BP,user_sensei_661,1668087704.581,0
SCAI-ECG-BP,user_sensei_661,1668087705.581,0
SCAI-ECG-BP,user_sensei_661,1668087706.581,0
SCAI-ECG-BP,user_sensei_661,1668087707.581,0
SCAI-ECG-BP,user_sensei_661,1668087708.581,0
SCAI-ECG-BP,user_sensei_661,1668087709.581,0
SCAI-ECG-BP,user_sensei_661,1668087710.581,0
SCAI-ECG-BP,user_sensei_661,1668087711.581,0
SCAI-ECG-BP,user_sensei_661,1668087712.581,0
SCAI-ECG-BP,user_sensei_661,1668087713.581,103
SCAI-ECG-BP,user_sensei_661,1668087714.581,102
SCAI-ECG-BP,user_sensei_661,1668087715.581,101
SCAI-ECG-BP,user_sensei_661,1668087716.581,100
SCAI-ECG-BP,user_sensei_661,1668087717.581,99
SCAI-ECG-BP,user_sensei_661,1668087718.581,99
SCAI-ECG-BP,user_sensei_661,1668087719.581,99
SCAI-ECG-BP,user_sensei_661,1668087720.581,99
SCAI-ECG-BP,user_sensei_661,1668087721.581,99
SCAI-ECG-BP,user_sensei_661,1668087722.581,99
SCAI-ECG-BP,user_sensei_661,1668087723.581,99
SCAI-ECG-BP,user_sensei_661,1668087724.581,100
SCAI-ECG-BP,user_sensei_661,1668087725.581,100
SCAI-ECG-BP,user_sensei_661,1668087726.581,101
SCAI-ECG-BP,user_sensei_661,1668087727.581,101
SCAI-ECG-BP,user_sensei_661,1668087728.581,101
SCAI-ECG-BP,user_sensei_661,1668087729.581,102
SCAI-ECG-BP,user_sensei_661,1668087730.581,102
SCAI-ECG-BP,user_sensei_661,1668087731.581,102
SCAI-ECG-BP,user_sensei_661,1668087732.581,103
SCAI-ECG-BP,user_sensei_661,1668087733.581,103
SCAI-ECG-BP,user_sensei_661,1668087734.581,103
SCAI-ECG-BP,user_sensei_661,1668087735.581,103
SCAI-ECG-BP,user_sensei_661,1668087736.581,103
SCAI-ECG-BP,user_sensei_661,1668087737.581,103
SCAI-ECG-BP,user_sensei_661,1668087738.581,103
SCAI-ECG-BP,user_sensei_661,1668087739.581,103
SCAI-ECG-BP,user_sensei_661,1668087740.581,103
SCAI-ECG-BP,user_sensei_661,1668087741.581,103
SCAI-ECG-BP,user_sensei_661,1668087742.581,103
SCAI-ECG-BP,user_sensei_661,1668087743.581,103
SCAI-ECG-BP,user_sensei_661,1668087744.581,103
SCAI-ECG-BP,user_sensei_661,1668087745.581,102
SCAI-ECG-BP,user_sensei_661,1668087746.581,102
SCAI-ECG-BP,user_sensei_661,1668087747.581,102
SCAI-ECG-BP,user_sensei_661,1668087748.581,102
SCAI-ECG-BP,user_sensei_661,1668087749.581,102
SCAI-ECG-BP,user_sensei_661,1668087750.581,101
SCAI-ECG-BP,user_sensei_661,1668087751.581,101
SCAI-ECG-BP,user_sensei_661,1668087752.581,101
SCAI-ECG-BP,user_sensei_661,1668087753.581,100
SCAI-ECG-BP,user_sensei_661,1668087754.581,100
SCAI-ECG-BP,user_sensei_661,1668087755.581,100
SCAI-ECG-BP,user_sensei_661,1668087756.581,99
SCAI-ECG-BP,user_sensei_661,1668087757.581,99
SCAI-ECG-BP,user_sensei_661,1668087758.581,98
SCAI-ECG-BP,user_sensei_661,1668087759.581,98
SCAI-ECG-BP,user_sensei_661,1668087760.581,97
SCAI-ECG-BP,user_sensei_661,1668087761.581,97
SCAI-ECG-BP,user_sensei_661,1668087762.581,96
SCAI-ECG-BP,user_sensei_661,1668087763.581,95
SCAI-ECG-BP,user_sensei_661,1668087764.581,0
SCAI-ECG-BP,user_sensei_661,1668087765.581,0
SCAI-ECG-BP,user_sensei_661,1668087766.581,98
SCAI-ECG-BP,user_sensei_661,1668087767.581,100
SCAI-ECG-BP,user_sensei_661,1668087768.581,102
SCAI-ECG-BP,user_sensei_661,1668087769.581,102
SCAI-ECG-BP,user_sensei_661,1668087770.581,102
SCAI-ECG-BP,user_sensei_661,1668087771.581,103
SCAI-ECG-BP,user_sensei_661,1668087772.581,103
SCAI-ECG-BP,user_sensei_661,1668087773.581,103
SCAI-ECG-BP,user_sensei_661,1668087774.581,103
SCAI-ECG-BP,user_sensei_661,1668087775.581,103
SCAI-ECG-BP,user_sensei_661,1668087776.581,103
SCAI-ECG-BP,user_sensei_661,1668087777.581,103
SCAI-ECG-BP,user_sensei_661,1668087778.581,103
SCAI-ECG-BP,user_sensei_661,1668087779.581,102
SCAI-ECG-BP,user_sensei_661,1668087780.581,102
SCAI-ECG-BP,user_sensei_661,1668087781.581,103
SCAI-ECG-BP,user_sensei_661,1668087782.581,103
SCAI-ECG-BP,user_sensei_661,1668087783.581,103
SCAI-ECG-BP,user_sensei_661,1668087784.581,103
SCAI-ECG-BP,user_sensei_661,1668087785.581,103
SCAI-ECG-BP,user_sensei_661,1668087786.581,104
SCAI-ECG-BP,user_sensei_661,1668087787.581,104
SCAI-ECG-BP,user_sensei_661,1668087788.581,104
SCAI-ECG-BP,user_sensei_661,1668087789.581,103
SCAI-ECG-BP,user_sensei_661,1668087790.581,103
SCAI-ECG-BP,user_sensei_661,1668087791.581,103
SCAI-ECG-BP,user_sensei_661,1668087792.581,102
SCAI-ECG-BP,user_sensei_661,1668087793.581,101
SCAI-ECG-BP,user_sensei_661,1668087794.581,101
SCAI-ECG-BP,user_sensei_661,1668087795.581,0
SCAI-ECG-BP,user_sensei_661,1668087796.581,101
SCAI-ECG-BP,user_sensei_661,1668087797.581,101
SCAI-ECG-BP,user_sensei_661,1668087798.581,101
SCAI-ECG-BP,user_sensei_661,1668087799.581,101
SCAI-ECG-BP,user_sensei_661,1668087800.581,101
SCAI-ECG-BP,user_sensei_661,1668087801.581,101
SCAI-ECG-BP,user_sensei_661,1668087802.581,102
SCAI-ECG-BP,user_sensei_661,1668087803.581,101
SCAI-ECG-BP,user_sensei_661,1668087804.581,101
SCAI-ECG-BP,user_sensei_661,1668087805.581,100
SCAI-ECG-BP,user_sensei_661,1668087806.581,100
SCAI-ECG-BP,user_sensei_661,1668087807.581,99
SCAI-ECG-BP,user_sensei_661,1668087808.581,99
SCAI-ECG-BP,user_sensei_661,1668087809.581,98
SCAI-ECG-BP,user_sensei_661,1668087810.581,97
SCAI-ECG-BP,user_sensei_661,1668087811.581,97
SCAI-ECG-BP,user_sensei_661,1668087812.581,96
SCAI-ECG-BP,user_sensei_661,1668087813.581,96
SCAI-ECG-BP,user_sensei_661,1668087814.581,96
SCAI-ECG-BP,user_sensei_661,1668087815.581,96
SCAI-ECG-BP,user_sensei_661,1668087816.581,95
SCAI-ECG-BP,user_sensei_661,1668087817.581,95
SCAI-ECG-BP,user_sensei_661,1668087818.581,96
SCAI-ECG-BP,user_sensei_661,1668087819.581,96
SCAI-ECG-BP,user_sensei_661,1668087820.581,96
SCAI-ECG-BP,user_sensei_661,1668087821.581,97
SCAI-ECG-BP,user_sensei_661,1668087822.581,97
SCAI-ECG-BP,user_sensei_661,1668087823.581,98
SCAI-ECG-BP,user_sensei_661,1668087824.581,99
SCAI-ECG-BP,user_sensei_661,1668087825.581,99
SCAI-ECG-BP,user_sensei_661,1668087826.581,100
SCAI-ECG-BP,user_sensei_661,1668087827.581,101
SCAI-ECG-BP,user_sensei_661,1668087828.581,0
SCAI-ECG-BP,user_sensei_661,1668087829.581,99
SCAI-ECG-BP,user_sensei_661,1668087830.581,97
SCAI-ECG-BP,user_sensei_661,1668087831.581,95
SCAI-ECG-BP,user_sensei_661,1668087832.581,93
SCAI-ECG-BP,user_sensei_661,1668087833.581,90
SCAI-ECG-BP,user_sensei_661,1668087834.581,87
SCAI-ECG-BP,user_sensei_661,1668087835.581,85
SCAI-ECG-BP,user_sensei_661,1668087836.581,83
SCAI-ECG-BP,user_sensei_661,1668087837.581,82
SCAI-ECG-BP,user_sensei_661,1668087838.581,81
SCAI-ECG-BP,user_sensei_661,1668087839.581,81
SCAI-ECG-BP,user_sensei_661,1668087840.581,81
SCAI-ECG-BP,user_sensei_661,1668087841.581,82
SCAI-ECG-BP,user_sensei_661,1668087842.581,82
SCAI-ECG-BP,user_sensei_661,1668087843.581,83
SCAI-ECG-BP,user_sensei_661,1668087844.581,83
SCAI-ECG-BP,user_sensei_661,1668087845.581,83
SCAI-ECG-BP,user_sensei_661,1668087846.581,84
SCAI-ECG-BP,user_sensei_661,1668087847.581,85
SCAI-ECG-BP,user_sensei_661,1668087848.581,86
SCAI-ECG-BP,user_sensei_661,1668087849.581,88
SCAI-ECG-BP,user_sensei_661,1668087850.581,89
SCAI-ECG-BP,user_sensei_661,1668087851.581,91
SCAI-ECG-BP,user_sensei_661,1668087852.581,92
SCAI-ECG-BP,user_sensei_661,1668087853.581,92
SCAI-ECG-BP,user_sensei_661,1668087854.581,90
SCAI-ECG-BP,user_sensei_661,1668087855.581,88
SCAI-ECG-BP,user_sensei_661,1668087856.581,85
SCAI-ECG-BP,user_sensei_661,1668087857.581,83
SCAI-ECG-BP,user_sensei_661,1668087858.581,81
SCAI-ECG-BP,user_sensei_661,1668087859.581,80
SCAI-ECG-BP,user_sensei_661,1668087860.581,79
SCAI-ECG-BP,user_sensei_661,1668087861.581,79
SCAI-ECG-BP,user_sensei_661,1668087862.581,79
SCAI-ECG-BP,user_sensei_661,1668087863.581,79
SCAI-ECG-BP,user_sensei_661,1668087864.581,79
SCAI-ECG-BP,user_sensei_661,1668087865.581,80
SCAI-ECG-BP,user_sensei_661,1668087866.581,82
SCAI-ECG-BP,user_sensei_661,1668087867.581,83
SCAI-ECG-BP,user_sensei_661,1668087868.581,83
