time,projectId,userId,metric_id,chunk_index,quality,body_pose,led_pd_pos,offset_column,exp,led,gain,value
1667895301.0,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,29461
1667895301.007,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.015,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.023,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.031,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.039,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.046,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.054,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.062,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.07,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.078,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.085,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.093,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.101,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.109,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.117,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.125,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.132,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.14,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.148,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.156,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.164,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.171,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.179,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.187,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.195,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.203,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.21,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.218,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.226,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.234,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.242,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.25,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.257,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.265,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.273,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.281,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.289,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.296,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.304,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.312,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.32,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.328,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.335,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.343,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.351,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.359,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.367,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.375,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.382,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
1667895301.39,SCAI_PILOT,user_sensei_178,0x7e,10,4,1,12,0,0,61,3,65535
